native,ort,ratio,np90,op90,nmin,omin,nspread,ospread,parity,model,threads,trial,arm
1.312,0.856,1.534,2.206,0.899,1.247,0.843,1.68,1.05,PASS,sm_bert_b8_s128,1,0,base
1.043,0.846,1.232,1.955,0.852,1.008,0.825,1.87,1.01,PASS,sm_bert_b8_s128,1,0,new
1.039,0.836,1.243,1.91,0.858,1.013,0.815,1.84,1.03,PASS,sm_bert_b8_s128,1,1,new
1.291,0.822,1.571,2.148,0.836,1.234,0.817,1.66,1.02,PASS,sm_bert_b8_s128,1,1,base
1.286,0.828,1.553,2.192,0.832,1.22,0.821,1.7,1.0,PASS,sm_bert_b8_s128,1,2,base
1.08,0.844,1.28,2.0,0.851,1.037,0.841,1.85,1.01,PASS,sm_bert_b8_s128,1,2,new
1.071,0.847,1.265,1.986,0.855,1.03,0.839,1.85,1.01,PASS,sm_bert_b8_s128,1,3,new
1.327,0.836,1.586,2.22,0.857,1.284,0.82,1.67,1.03,PASS,sm_bert_b8_s128,1,3,base
1.301,0.826,1.574,2.123,0.833,1.226,0.816,1.63,1.01,PASS,sm_bert_b8_s128,1,4,base
1.015,0.823,1.233,1.929,0.831,1.003,0.813,1.9,1.01,PASS,sm_bert_b8_s128,1,4,new
0.591,0.139,4.244,1.041,0.198,0.507,0.114,1.76,1.42,PASS,sm_bert_b8_s128,8,0,base
0.52,0.133,3.915,1.058,0.192,0.424,0.117,2.03,1.45,PASS,sm_bert_b8_s128,8,0,new
0.543,0.148,3.668,0.871,0.198,0.427,0.115,1.61,1.34,PASS,sm_bert_b8_s128,8,1,new
0.638,0.18,3.553,1.157,0.202,0.512,0.141,1.81,1.13,PASS,sm_bert_b8_s128,8,1,base
0.583,0.134,4.369,0.651,0.188,0.492,0.113,1.12,1.41,PASS,sm_bert_b8_s128,8,2,base
0.627,0.128,4.89,1.133,0.153,0.455,0.115,1.81,1.19,PASS,sm_bert_b8_s128,8,2,new
0.548,0.14,3.923,1.007,0.194,0.394,0.116,1.84,1.39,PASS,sm_bert_b8_s128,8,3,new
0.552,0.133,4.145,1.106,0.167,0.493,0.115,2.0,1.25,PASS,sm_bert_b8_s128,8,3,base
0.716,0.19,3.764,1.177,0.21,0.645,0.177,1.64,1.1,PASS,sm_bert_b8_s128,8,4,base
0.451,0.129,3.49,0.884,0.14,0.409,0.115,1.96,1.08,PASS,sm_bert_b8_s128,8,4,new
1.025,0.12,8.543,1.1,0.141,0.81,0.102,1.07,1.18,PASS,sm_bert_b8_s128,16,0,base
0.449,0.111,4.049,0.696,0.127,0.365,0.099,1.55,1.15,PASS,sm_bert_b8_s128,16,0,new
0.408,0.105,3.875,0.603,0.111,0.352,0.1,1.48,1.05,PASS,sm_bert_b8_s128,16,1,new
0.688,0.114,6.046,0.957,0.135,0.616,0.102,1.39,1.18,PASS,sm_bert_b8_s128,16,1,base
0.768,0.107,7.163,1.065,0.121,0.632,0.099,1.39,1.13,PASS,sm_bert_b8_s128,16,2,base
0.5,0.115,4.33,0.758,0.122,0.424,0.102,1.52,1.06,PASS,sm_bert_b8_s128,16,2,new
0.565,0.102,5.531,1.0,0.114,0.451,0.096,1.77,1.12,PASS,sm_bert_b8_s128,16,3,new
0.91,0.112,8.096,1.205,0.126,0.633,0.098,1.32,1.12,PASS,sm_bert_b8_s128,16,3,base
0.698,0.111,6.315,0.977,0.121,0.476,0.098,1.4,1.1,PASS,sm_bert_b8_s128,16,4,base
0.603,0.106,5.686,0.981,0.126,0.507,0.098,1.63,1.19,PASS,sm_bert_b8_s128,16,4,new
0.024,0.018,1.317,0.027,0.066,0.023,0.017,1.12,3.62,PASS,sm_decode_h32_kv1024,1,0,base
0.02,0.018,1.157,0.037,0.019,0.02,0.017,1.82,1.05,PASS,sm_decode_h32_kv1024,1,0,new
0.02,0.017,1.176,0.023,0.018,0.02,0.017,1.11,1.04,PASS,sm_decode_h32_kv1024,1,1,new
0.025,0.018,1.373,0.037,0.019,0.023,0.017,1.51,1.05,PASS,sm_decode_h32_kv1024,1,1,base
0.028,0.018,1.556,0.029,0.018,0.025,0.017,1.05,1.01,PASS,sm_decode_h32_kv1024,1,2,base
0.033,0.024,1.384,0.038,0.025,0.027,0.023,1.14,1.03,PASS,sm_decode_h32_kv1024,1,2,new
0.027,0.024,1.125,0.029,0.025,0.025,0.022,1.08,1.02,PASS,sm_decode_h32_kv1024,1,3,new
0.024,0.018,1.352,0.026,0.018,0.023,0.017,1.07,1.03,PASS,sm_decode_h32_kv1024,1,3,base
0.024,0.018,1.386,0.041,0.019,0.023,0.017,1.67,1.06,PASS,sm_decode_h32_kv1024,1,4,base
0.022,0.017,1.286,0.025,0.018,0.02,0.017,1.11,1.01,PASS,sm_decode_h32_kv1024,1,4,new
0.029,0.013,2.281,0.063,0.015,0.026,0.012,2.19,1.17,PASS,sm_decode_h32_kv1024,8,0,base
0.023,0.012,1.959,0.045,0.013,0.021,0.011,1.98,1.13,PASS,sm_decode_h32_kv1024,8,0,new
0.02,0.012,1.742,0.022,0.012,0.02,0.011,1.07,1.05,PASS,sm_decode_h32_kv1024,8,1,new
0.032,0.014,2.324,0.032,0.015,0.03,0.013,1.02,1.1,PASS,sm_decode_h32_kv1024,8,1,base
0.032,0.015,2.217,0.033,0.015,0.031,0.013,1.02,1.03,PASS,sm_decode_h32_kv1024,8,2,base
0.029,0.015,1.958,0.03,0.016,0.027,0.014,1.03,1.07,PASS,sm_decode_h32_kv1024,8,2,new
0.023,0.012,1.862,0.026,0.035,0.021,0.011,1.17,2.89,PASS,sm_decode_h32_kv1024,8,3,new
0.038,0.014,2.625,0.039,0.017,0.035,0.013,1.04,1.18,PASS,sm_decode_h32_kv1024,8,3,base
0.026,0.012,2.23,0.029,0.013,0.026,0.011,1.09,1.13,PASS,sm_decode_h32_kv1024,8,4,base
0.021,0.009,2.244,0.021,0.009,0.02,0.009,1.02,1.03,PASS,sm_decode_h32_kv1024,8,4,new
0.038,0.015,2.515,0.057,0.017,0.033,0.013,1.52,1.16,PASS,sm_decode_h32_kv1024,16,0,base
0.031,0.015,2.055,0.033,0.016,0.027,0.015,1.07,1.06,PASS,sm_decode_h32_kv1024,16,0,new
0.029,0.014,2.092,0.047,0.015,0.028,0.013,1.61,1.06,PASS,sm_decode_h32_kv1024,16,1,new
0.038,0.015,2.605,0.059,0.016,0.035,0.014,1.54,1.09,PASS,sm_decode_h32_kv1024,16,1,base
0.024,0.012,2.082,0.025,0.012,0.023,0.011,1.05,1.07,PASS,sm_decode_h32_kv1024,16,2,base
0.028,0.014,2.049,0.03,0.018,0.026,0.013,1.09,1.3,PASS,sm_decode_h32_kv1024,16,2,new
0.027,0.013,2.047,0.028,0.017,0.026,0.013,1.04,1.24,PASS,sm_decode_h32_kv1024,16,3,new
0.026,0.012,2.076,0.046,0.013,0.024,0.011,1.76,1.06,PASS,sm_decode_h32_kv1024,16,3,base
0.033,0.014,2.447,0.035,0.018,0.032,0.012,1.04,1.34,PASS,sm_decode_h32_kv1024,16,4,base
0.027,0.012,2.225,0.028,0.013,0.026,0.012,1.04,1.09,PASS,sm_decode_h32_kv1024,16,4,new
0.048,0.033,1.43,0.052,0.034,0.045,0.03,1.08,1.02,PASS,sm_decode_h32_kv2048,1,0,base
0.052,0.045,1.161,0.053,0.062,0.048,0.041,1.01,1.37,PASS,sm_decode_h32_kv2048,1,0,new
0.051,0.045,1.129,0.053,0.064,0.049,0.042,1.04,1.4,PASS,sm_decode_h32_kv2048,1,1,new
0.064,0.046,1.389,0.082,0.047,0.062,0.042,1.28,1.02,PASS,sm_decode_h32_kv2048,1,1,base
0.065,0.047,1.369,0.07,0.048,0.063,0.043,1.08,1.02,PASS,sm_decode_h32_kv2048,1,2,base
0.052,0.045,1.17,0.07,0.046,0.049,0.042,1.33,1.03,PASS,sm_decode_h32_kv2048,1,2,new
0.039,0.033,1.197,0.04,0.055,0.037,0.03,1.03,1.68,PASS,sm_decode_h32_kv2048,1,3,new
0.047,0.033,1.459,0.048,0.033,0.045,0.03,1.02,1.03,PASS,sm_decode_h32_kv2048,1,3,base
0.06,0.042,1.427,0.06,0.043,0.057,0.039,1.01,1.02,PASS,sm_decode_h32_kv2048,1,4,base
0.052,0.044,1.168,0.066,0.045,0.048,0.041,1.28,1.01,PASS,sm_decode_h32_kv2048,1,4,new
0.055,0.016,3.42,0.055,0.019,0.053,0.015,1.01,1.18,PASS,sm_decode_h32_kv2048,8,0,base
0.044,0.015,2.868,0.046,0.016,0.043,0.015,1.04,1.02,PASS,sm_decode_h32_kv2048,8,0,new
0.053,0.018,2.916,0.055,0.04,0.05,0.016,1.04,2.2,PASS,sm_decode_h32_kv2048,8,1,new
0.048,0.017,2.864,0.071,0.019,0.045,0.016,1.49,1.13,PASS,sm_decode_h32_kv2048,8,1,base
0.062,0.021,2.909,0.063,0.022,0.06,0.018,1.02,1.01,PASS,sm_decode_h32_kv2048,8,2,base
0.045,0.015,3.001,0.047,0.016,0.042,0.014,1.04,1.05,PASS,sm_decode_h32_kv2048,8,2,new
0.061,0.017,3.497,0.066,0.02,0.056,0.016,1.08,1.16,PASS,sm_decode_h32_kv2048,8,3,new
0.076,0.018,4.194,0.077,0.021,0.073,0.016,1.01,1.17,PASS,sm_decode_h32_kv2048,8,3,base
0.047,0.012,3.925,0.049,0.013,0.046,0.011,1.03,1.05,PASS,sm_decode_h32_kv2048,8,4,base
0.061,0.023,2.617,0.063,0.027,0.057,0.014,1.04,1.18,PASS,sm_decode_h32_kv2048,8,4,new
0.062,0.017,3.731,0.079,0.018,0.06,0.014,1.27,1.06,PASS,sm_decode_h32_kv2048,16,0,base
0.052,0.021,2.521,0.053,0.022,0.049,0.019,1.02,1.06,PASS,sm_decode_h32_kv2048,16,0,new
0.051,0.017,3.008,0.054,0.018,0.048,0.015,1.07,1.06,PASS,sm_decode_h32_kv2048,16,1,new
0.073,0.018,4.033,0.076,0.019,0.071,0.016,1.04,1.04,PASS,sm_decode_h32_kv2048,16,1,base
0.064,0.018,3.546,0.083,0.02,0.061,0.016,1.3,1.09,PASS,sm_decode_h32_kv2048,16,2,base
0.051,0.016,3.137,0.053,0.02,0.049,0.015,1.03,1.24,PASS,sm_decode_h32_kv2048,16,2,new
0.05,0.017,2.927,0.053,0.02,0.048,0.016,1.06,1.19,PASS,sm_decode_h32_kv2048,16,3,new
0.073,0.019,3.807,0.092,0.021,0.071,0.016,1.27,1.12,PASS,sm_decode_h32_kv2048,16,3,base
0.076,0.019,3.993,0.078,0.02,0.074,0.017,1.03,1.05,PASS,sm_decode_h32_kv2048,16,4,base
0.051,0.017,2.915,0.054,0.019,0.048,0.016,1.07,1.09,PASS,sm_decode_h32_kv2048,16,4,new
0.092,0.063,1.459,0.093,0.082,0.091,0.061,1.01,1.3,PASS,sm_decode_h32_kv4096,1,0,base
0.075,0.063,1.184,0.076,0.094,0.074,0.061,1.02,1.48,PASS,sm_decode_h32_kv4096,1,0,new
0.075,0.063,1.201,0.078,0.077,0.073,0.061,1.03,1.22,PASS,sm_decode_h32_kv4096,1,1,new
0.094,0.063,1.486,0.102,0.075,0.091,0.061,1.09,1.19,PASS,sm_decode_h32_kv4096,1,1,base
0.092,0.063,1.467,0.103,0.064,0.091,0.061,1.11,1.01,PASS,sm_decode_h32_kv4096,1,2,base
0.075,0.063,1.205,0.104,0.065,0.073,0.061,1.38,1.03,PASS,sm_decode_h32_kv4096,1,2,new
0.076,0.063,1.193,0.104,0.065,0.074,0.061,1.37,1.02,PASS,sm_decode_h32_kv4096,1,3,new
0.092,0.063,1.458,0.104,0.064,0.091,0.061,1.13,1.01,PASS,sm_decode_h32_kv4096,1,3,base
0.093,0.063,1.46,0.124,0.065,0.091,0.061,1.34,1.03,PASS,sm_decode_h32_kv4096,1,4,base
0.08,0.064,1.257,0.095,0.067,0.074,0.061,1.19,1.05,PASS,sm_decode_h32_kv4096,1,4,new
0.105,0.017,6.192,0.117,0.022,0.104,0.016,1.11,1.29,PASS,sm_decode_h32_kv4096,8,0,base
0.112,0.023,4.917,0.133,0.027,0.108,0.019,1.19,1.17,PASS,sm_decode_h32_kv4096,8,0,new
0.089,0.02,4.534,0.097,0.02,0.087,0.017,1.1,1.04,PASS,sm_decode_h32_kv4096,8,1,new
0.095,0.018,5.188,0.115,0.02,0.092,0.017,1.21,1.11,PASS,sm_decode_h32_kv4096,8,1,base
0.096,0.017,5.626,0.104,0.039,0.092,0.016,1.09,2.27,PASS,sm_decode_h32_kv4096,8,2,base
0.083,0.018,4.514,0.107,0.02,0.076,0.016,1.29,1.11,PASS,sm_decode_h32_kv4096,8,2,new
0.099,0.024,4.05,0.119,0.026,0.096,0.022,1.2,1.04,PASS,sm_decode_h32_kv4096,8,3,new
0.094,0.018,5.099,0.109,0.022,0.092,0.016,1.17,1.19,PASS,sm_decode_h32_kv4096,8,3,base
0.093,0.018,5.083,0.114,0.019,0.092,0.017,1.24,1.06,PASS,sm_decode_h32_kv4096,8,4,base
0.112,0.023,4.862,0.132,0.024,0.109,0.021,1.18,1.06,PASS,sm_decode_h32_kv4096,8,4,new
0.12,0.02,5.961,0.135,0.024,0.116,0.017,1.12,1.19,PASS,sm_decode_h32_kv4096,16,0,base
0.102,0.021,4.866,0.105,0.023,0.097,0.017,1.03,1.09,PASS,sm_decode_h32_kv4096,16,0,new
0.1,0.021,4.703,0.118,0.022,0.1,0.019,1.17,1.02,PASS,sm_decode_h32_kv4096,16,1,new
0.136,0.02,6.675,0.138,0.057,0.119,0.018,1.02,2.82,PASS,sm_decode_h32_kv4096,16,1,base
0.131,0.025,5.314,0.135,0.027,0.126,0.021,1.03,1.09,PASS,sm_decode_h32_kv4096,16,2,base
0.119,0.022,5.45,0.135,0.025,0.113,0.021,1.13,1.15,PASS,sm_decode_h32_kv4096,16,2,new
0.106,0.021,4.927,0.117,0.037,0.098,0.018,1.1,1.72,PASS,sm_decode_h32_kv4096,16,3,new
0.131,0.023,5.637,0.148,0.025,0.119,0.02,1.13,1.07,PASS,sm_decode_h32_kv4096,16,3,base
0.134,0.022,6.003,0.152,0.024,0.133,0.02,1.14,1.06,PASS,sm_decode_h32_kv4096,16,4,base
0.115,0.025,4.681,0.136,0.036,0.109,0.02,1.18,1.45,PASS,sm_decode_h32_kv4096,16,4,new
0.186,0.121,1.535,0.267,0.16,0.181,0.119,1.44,1.32,PASS,sm_decode_h32_kv8192,1,0,base
0.149,0.122,1.22,0.171,0.182,0.146,0.119,1.15,1.49,PASS,sm_decode_h32_kv8192,1,0,new
0.146,0.119,1.222,0.169,0.193,0.144,0.118,1.16,1.61,PASS,sm_decode_h32_kv8192,1,1,new
0.182,0.12,1.516,0.253,0.195,0.18,0.118,1.39,1.63,PASS,sm_decode_h32_kv8192,1,1,base
0.184,0.123,1.5,0.198,0.159,0.178,0.119,1.08,1.3,PASS,sm_decode_h32_kv8192,1,2,base
0.146,0.121,1.211,0.227,0.122,0.144,0.119,1.56,1.01,PASS,sm_decode_h32_kv8192,1,2,new
0.15,0.12,1.243,0.209,0.124,0.146,0.119,1.4,1.03,PASS,sm_decode_h32_kv8192,1,3,new
0.178,0.125,1.425,0.269,0.152,0.176,0.122,1.51,1.21,PASS,sm_decode_h32_kv8192,1,3,base
0.18,0.12,1.499,0.254,0.147,0.178,0.119,1.41,1.23,PASS,sm_decode_h32_kv8192,1,4,base
0.147,0.12,1.221,0.236,0.121,0.145,0.118,1.61,1.01,PASS,sm_decode_h32_kv8192,1,4,new
0.229,0.037,6.277,0.244,0.041,0.226,0.034,1.07,1.13,PASS,sm_decode_h32_kv8192,8,0,base
0.146,0.028,5.239,0.165,0.044,0.144,0.025,1.13,1.58,PASS,sm_decode_h32_kv8192,8,0,new
0.149,0.025,6.027,0.167,0.025,0.147,0.022,1.12,1.03,PASS,sm_decode_h32_kv8192,8,1,new
0.231,0.038,6.049,0.246,0.049,0.227,0.033,1.07,1.29,PASS,sm_decode_h32_kv8192,8,1,base
0.228,0.036,6.293,0.246,0.038,0.226,0.033,1.08,1.06,PASS,sm_decode_h32_kv8192,8,2,base
0.149,0.025,5.981,0.168,0.044,0.147,0.024,1.12,1.77,PASS,sm_decode_h32_kv8192,8,2,new
0.19,0.037,5.195,0.207,0.038,0.188,0.033,1.09,1.03,PASS,sm_decode_h32_kv8192,8,3,new
0.185,0.025,7.299,0.204,0.031,0.178,0.023,1.11,1.21,PASS,sm_decode_h32_kv8192,8,3,base
0.225,0.037,6.036,0.242,0.042,0.222,0.033,1.07,1.13,PASS,sm_decode_h32_kv8192,8,4,base
0.192,0.038,5.05,0.206,0.054,0.19,0.035,1.07,1.41,PASS,sm_decode_h32_kv8192,8,4,new
0.232,0.03,7.765,0.247,0.032,0.224,0.023,1.07,1.08,PASS,sm_decode_h32_kv8192,16,0,base
0.192,0.027,7.099,0.217,0.029,0.191,0.024,1.13,1.06,PASS,sm_decode_h32_kv8192,16,0,new
0.189,0.029,6.532,0.205,0.039,0.188,0.026,1.09,1.35,PASS,sm_decode_h32_kv8192,16,1,new
0.232,0.026,8.943,0.248,0.072,0.226,0.022,1.07,2.77,PASS,sm_decode_h32_kv8192,16,1,base
0.226,0.031,7.322,0.245,0.034,0.225,0.026,1.08,1.09,PASS,sm_decode_h32_kv8192,16,2,base
0.192,0.028,6.961,0.225,0.028,0.191,0.023,1.17,1.02,PASS,sm_decode_h32_kv8192,16,2,new
0.191,0.029,6.571,0.224,0.033,0.19,0.024,1.17,1.12,PASS,sm_decode_h32_kv8192,16,3,new
0.228,0.029,7.912,0.259,0.031,0.224,0.026,1.14,1.09,PASS,sm_decode_h32_kv8192,16,3,base
0.229,0.03,7.667,0.248,0.067,0.224,0.026,1.08,2.24,PASS,sm_decode_h32_kv8192,16,4,base
0.151,0.027,5.593,0.164,0.046,0.148,0.025,1.09,1.69,PASS,sm_decode_h32_kv8192,16,4,new
7.536,4.278,1.761,7.607,4.295,7.44,4.237,1.01,1.0,PASS,sm_prefill_h32_s512,1,0,base
5.648,4.244,1.331,5.685,4.29,5.607,4.212,1.01,1.01,PASS,sm_prefill_h32_s512,1,0,new
5.612,4.186,1.341,5.661,4.251,5.591,4.161,1.01,1.02,PASS,sm_prefill_h32_s512,1,1,new
7.486,4.233,1.768,7.603,4.262,7.443,4.213,1.02,1.01,PASS,sm_prefill_h32_s512,1,1,base
7.527,4.26,1.767,7.642,4.339,7.489,4.238,1.02,1.02,PASS,sm_prefill_h32_s512,1,2,base
5.61,4.219,1.33,5.654,4.269,5.569,4.185,1.01,1.01,PASS,sm_prefill_h32_s512,1,2,new
5.702,4.284,1.331,5.791,4.295,5.63,4.2,1.02,1.0,PASS,sm_prefill_h32_s512,1,3,new
7.502,4.221,1.777,7.666,4.313,7.476,4.189,1.02,1.02,PASS,sm_prefill_h32_s512,1,3,base
7.579,4.299,1.763,7.724,4.313,7.438,4.257,1.02,1.0,PASS,sm_prefill_h32_s512,1,4,base
