native,ort,ratio,np90,op90,nmin,omin,nspread,ospread,parity,model,threads,trial,arm
0.01,0.01,0.998,0.011,0.011,0.01,0.01,1.1,1.05,PASS,rope_llama3_b8_s1,1,1,main
0.016,0.014,1.184,0.018,0.015,0.014,0.012,1.12,1.12,PASS,rope_llama3_b8_s1,1,2,main
0.018,0.015,1.167,0.019,0.017,0.015,0.013,1.08,1.11,PASS,rope_llama3_b8_s1,1,3,main
0.017,0.014,1.16,0.019,0.016,0.014,0.012,1.12,1.09,PASS,rope_llama3_b8_s1,1,4,main
0.019,0.015,1.249,0.021,0.018,0.016,0.014,1.11,1.19,PASS,rope_llama3_b8_s1,8,0,main
0.019,0.016,1.177,0.022,0.019,0.015,0.014,1.13,1.13,PASS,rope_llama3_b8_s1,8,1,main
0.019,0.015,1.264,0.021,0.016,0.014,0.013,1.11,1.09,PASS,rope_llama3_b8_s1,8,2,main
0.02,0.016,1.261,0.022,0.018,0.016,0.013,1.09,1.15,PASS,rope_llama3_b8_s1,8,3,main
0.019,0.015,1.309,0.021,0.017,0.015,0.013,1.07,1.12,PASS,rope_llama3_b8_s1,8,4,main
0.021,0.024,0.892,0.023,0.026,0.016,0.022,1.08,1.11,PASS,rope_llama3_b8_s1,16,0,main
0.021,0.024,0.873,0.023,0.025,0.016,0.021,1.12,1.06,PASS,rope_llama3_b8_s1,16,1,main
0.021,0.023,0.906,0.023,0.025,0.016,0.021,1.12,1.11,PASS,rope_llama3_b8_s1,16,2,main
0.02,0.023,0.874,0.022,0.024,0.016,0.021,1.1,1.07,PASS,rope_llama3_b8_s1,16,3,main
0.02,0.023,0.85,0.022,0.025,0.016,0.021,1.13,1.06,PASS,rope_llama3_b8_s1,16,4,main
0.009,0.007,1.303,0.01,0.008,0.008,0.006,1.12,1.16,PASS,rope_llama3_s1,1,0,main
0.009,0.007,1.318,0.01,0.008,0.008,0.006,1.11,1.17,PASS,rope_llama3_s1,1,1,main
0.009,0.007,1.295,0.01,0.008,0.008,0.006,1.15,1.15,PASS,rope_llama3_s1,1,2,main
0.009,0.007,1.247,0.01,0.008,0.008,0.006,1.06,1.11,PASS,rope_llama3_s1,1,3,main
0.009,0.007,1.283,0.009,0.008,0.008,0.006,1.08,1.13,PASS,rope_llama3_s1,1,4,main
0.009,0.007,1.26,0.01,0.008,0.008,0.006,1.1,1.17,PASS,rope_llama3_s1,8,0,main
0.008,0.006,1.317,0.009,0.007,0.008,0.006,1.06,1.07,PASS,rope_llama3_s1,8,1,main
0.008,0.006,1.321,0.009,0.007,0.008,0.006,1.04,1.06,PASS,rope_llama3_s1,8,2,main
0.009,0.007,1.295,0.01,0.008,0.008,0.006,1.12,1.15,PASS,rope_llama3_s1,8,3,main
0.006,0.005,1.234,0.006,0.005,0.005,0.004,1.04,1.06,PASS,rope_llama3_s1,8,4,main
0.006,0.005,1.273,0.006,0.005,0.005,0.004,1.07,1.04,PASS,rope_llama3_s1,16,0,main
0.007,0.006,1.295,0.009,0.006,0.007,0.005,1.15,1.07,PASS,rope_llama3_s1,16,1,main
0.008,0.006,1.354,0.008,0.006,0.008,0.006,1.03,1.05,PASS,rope_llama3_s1,16,2,main
0.006,0.005,1.215,0.006,0.005,0.005,0.004,1.06,1.06,PASS,rope_llama3_s1,16,3,main
0.008,0.006,1.317,0.008,0.006,0.008,0.006,1.03,1.06,PASS,rope_llama3_s1,16,4,main
0.09,0.114,0.789,0.101,0.125,0.087,0.112,1.13,1.1,PASS,rope_llama3_s128,1,0,main
0.092,0.121,0.766,0.126,0.135,0.09,0.118,1.36,1.12,PASS,rope_llama3_s128,1,1,main
0.145,0.138,1.054,0.21,0.186,0.128,0.126,1.45,1.34,PASS,rope_llama3_s128,1,2,main
0.139,0.131,1.06,0.159,0.147,0.13,0.126,1.15,1.12,PASS,rope_llama3_s128,1,3,main
0.136,0.133,1.022,0.164,0.155,0.124,0.123,1.21,1.16,PASS,rope_llama3_s128,1,4,main
0.583,0.047,12.523,2.71,0.071,0.094,0.031,4.65,1.52,PASS,rope_llama3_s128,8,0,main
0.204,0.045,4.549,3.201,0.071,0.074,0.031,15.72,1.58,PASS,rope_llama3_s128,8,1,main
0.223,0.043,5.17,2.912,0.079,0.071,0.029,13.05,1.82,PASS,rope_llama3_s128,8,2,main
0.168,0.042,4.017,2.648,0.072,0.071,0.03,15.74,1.72,PASS,rope_llama3_s128,8,3,main
0.201,0.043,4.657,2.594,0.076,0.074,0.032,12.88,1.76,PASS,rope_llama3_s128,8,4,main
0.625,0.042,14.901,3.869,0.084,0.084,0.028,6.19,2.01,PASS,rope_llama3_s128,16,0,main
0.687,0.04,17.144,3.787,0.085,0.067,0.029,5.51,2.12,PASS,rope_llama3_s128,16,1,main
1.21,0.039,30.654,4.336,0.093,0.076,0.029,3.58,2.36,PASS,rope_llama3_s128,16,2,main
0.819,0.047,17.557,4.1,0.082,0.077,0.028,5.0,1.75,PASS,rope_llama3_s128,16,3,main
0.747,0.041,18.071,2.913,0.085,0.091,0.029,3.9,2.05,PASS,rope_llama3_s128,16,4,main
0.641,0.626,1.024,0.686,0.657,0.593,0.582,1.07,1.05,PASS,rope_llama3_s512,1,0,main
0.712,0.676,1.053,0.776,0.737,0.634,0.603,1.09,1.09,PASS,rope_llama3_s512,1,1,main
0.681,0.66,1.033,0.741,0.711,0.569,0.578,1.09,1.08,PASS,rope_llama3_s512,1,2,main
0.482,0.493,0.978,0.518,0.512,0.445,0.45,1.08,1.04,PASS,rope_llama3_s512,1,3,main
0.468,0.54,0.866,0.503,0.551,0.448,0.472,1.08,1.02,PASS,rope_llama3_s512,1,4,main
0.304,0.082,3.724,0.381,0.102,0.165,0.066,1.25,1.24,PASS,rope_llama3_s512,8,0,main
0.318,0.089,3.589,0.395,0.104,0.217,0.072,1.24,1.17,PASS,rope_llama3_s512,8,1,main
0.301,0.084,3.575,0.387,0.104,0.187,0.066,1.28,1.23,PASS,rope_llama3_s512,8,2,main
0.357,0.091,3.933,0.48,0.113,0.231,0.068,1.34,1.25,PASS,rope_llama3_s512,8,3,main
0.235,0.081,2.91,0.288,0.093,0.136,0.066,1.22,1.15,PASS,rope_llama3_s512,8,4,main
0.341,0.068,4.982,0.433,0.08,0.225,0.058,1.27,1.17,PASS,rope_llama3_s512,16,0,main
0.372,0.071,5.23,0.474,0.09,0.257,0.057,1.27,1.27,PASS,rope_llama3_s512,16,1,main
0.41,0.079,5.16,0.578,0.1,0.257,0.058,1.41,1.26,PASS,rope_llama3_s512,16,2,main
0.338,0.064,5.293,0.443,0.079,0.199,0.053,1.31,1.23,PASS,rope_llama3_s512,16,3,main
0.481,0.075,6.367,0.713,0.093,0.238,0.05,1.48,1.24,PASS,rope_llama3_s512,16,4,main
1.057,0.849,1.245,1.101,0.862,1.022,0.811,1.04,1.01,PASS,sm_bert_b8_s128,1,0,main
