before,3,bench_leakyrelu_f32_4k,0.0031,0.0026,1.192,0.0032,0.0027,1.195,11.7,0.3
before,3,bench_hardsigmoid_f32_4k,0.0031,0.0025,1.213,0.0032,0.0026,1.242,11.1,0.3
before,3,bench_thresholdedrelu_f32_4k,0.0031,0.0023,1.316,0.0031,0.0024,1.314,11.3,0.3
before,3,bench_selu_f32_4k,0.0053,0.0111,0.480,0.0058,0.0128,0.457,11.4,0.3
before,3,bench_celu_f32_4k,0.0052,0.0121,0.432,0.0056,0.0146,0.382,12.7,0.2
before,3,bench_mish_f32_4k,0.0168,0.0627,0.268,0.0176,0.0695,0.253,11.0,0.4
before,3,bench_log_f32_4k,0.0075,0.0103,0.724,0.0095,0.0138,0.688,11.2,0.3
before,3,bench_sqrt_f32_4k,0.0037,0.0035,1.031,0.0038,0.0036,1.038,11.7,0.2
after,3,bench_tanh_f32_4k,0.0039,0.0031,1.279,0.0040,0.0031,1.288,562.3,0.3
after,3,bench_sigmoid_f32_4k,0.0039,0.0032,1.247,0.0040,0.0032,1.250,13.1,0.3
after,3,bench_erf_f32_4k,0.0069,0.0051,1.365,0.0070,0.0051,1.374,12.8,0.3
after,3,bench_elu_f32_4k,0.0045,0.0109,0.415,0.0046,0.0110,0.421,12.7,0.3
after,3,bench_leakyrelu_f32_4k,0.0028,0.0026,1.101,0.0029,0.0026,1.104,12.6,0.3
after,3,bench_hardsigmoid_f32_4k,0.0028,0.0025,1.119,0.0029,0.0026,1.129,12.6,0.3
after,3,bench_thresholdedrelu_f32_4k,0.0028,0.0024,1.195,0.0029,0.0024,1.203,12.9,0.3
after,3,bench_selu_f32_4k,0.0049,0.0111,0.442,0.0050,0.0111,0.448,12.9,0.3
after,3,bench_celu_f32_4k,0.0050,0.0122,0.415,0.0051,0.0122,0.420,13.1,0.3
after,3,bench_mish_f32_4k,0.0166,0.0627,0.265,0.0168,0.0632,0.266,12.9,0.4
after,3,bench_log_f32_4k,0.0072,0.0103,0.702,0.0103,0.0140,0.733,13.0,0.3
after,3,bench_sqrt_f32_4k,0.0047,0.0045,1.044,0.0050,0.0048,1.054,14.1,0.4
before,4,bench_tanh_f32_4k,0.0060,0.0042,1.416,0.0069,0.0048,1.433,748.7,0.4
before,4,bench_sigmoid_f32_4k,0.0042,0.0032,1.321,0.0042,0.0032,1.326,20.6,0.2
before,4,bench_erf_f32_4k,0.0113,0.0072,1.564,0.0117,0.0075,1.551,17.5,0.3
before,4,bench_elu_f32_4k,0.0049,0.0115,0.427,0.0050,0.0116,0.431,18.4,0.3
before,4,bench_leakyrelu_f32_4k,0.0053,0.0047,1.142,0.0056,0.0049,1.160,16.7,0.4
before,4,bench_hardsigmoid_f32_4k,0.0031,0.0025,1.232,0.0032,0.0026,1.245,16.6,0.4
before,4,bench_thresholdedrelu_f32_4k,0.0045,0.0034,1.312,0.0047,0.0037,1.277,14.0,0.4
before,4,bench_selu_f32_4k,0.0080,0.0160,0.501,0.0088,0.0178,0.494,17.7,0.4
before,4,bench_celu_f32_4k,0.0092,0.0171,0.541,0.0098,0.0173,0.563,12.3,0.3
before,4,bench_mish_f32_4k,0.0168,0.0629,0.268,0.0254,0.0748,0.339,16.9,0.4
before,4,bench_log_f32_4k,0.0074,0.0102,0.727,0.0114,0.0160,0.715,17.4,0.4
before,4,bench_sqrt_f32_4k,0.0054,0.0046,1.164,0.0059,0.0050,1.189,13.1,0.3
after,4,bench_tanh_f32_4k,0.0040,0.0031,1.287,0.0040,0.0031,1.292,668.1,0.3
after,4,bench_sigmoid_f32_4k,0.0040,0.0032,1.259,0.0041,0.0032,1.267,11.4,0.3
after,4,bench_erf_f32_4k,0.0067,0.0051,1.327,0.0068,0.0051,1.329,10.9,0.3
after,4,bench_elu_f32_4k,0.0045,0.0110,0.414,0.0046,0.0110,0.418,10.9,0.3
after,4,bench_leakyrelu_f32_4k,0.0028,0.0026,1.093,0.0029,0.0027,1.102,11.0,0.3
after,4,bench_hardsigmoid_f32_4k,0.0029,0.0025,1.153,0.0029,0.0025,1.158,10.9,0.3
after,4,bench_thresholdedrelu_f32_4k,0.0029,0.0024,1.217,0.0029,0.0024,1.220,12.4,0.3
after,4,bench_selu_f32_4k,0.0048,0.0110,0.433,0.0049,0.0111,0.440,12.7,0.3
after,4,bench_celu_f32_4k,0.0049,0.0121,0.405,0.0050,0.0122,0.409,15.9,0.3
after,4,bench_mish_f32_4k,0.0161,0.0627,0.256,0.0163,0.0632,0.258,12.9,0.4
after,4,bench_log_f32_4k,0.0071,0.0100,0.712,0.0072,0.0101,0.717,12.2,0.3
after,4,bench_sqrt_f32_4k,0.0034,0.0035,0.966,0.0035,0.0036,0.970,12.9,0.3
before,5,bench_tanh_f32_4k,0.0042,0.0030,1.368,0.0042,0.0031,1.369,549.4,0.3
before,5,bench_sigmoid_f32_4k,0.0042,0.0032,1.324,0.0042,0.0032,1.326,12.3,0.3
before,5,bench_erf_f32_4k,0.0070,0.0050,1.383,0.0071,0.0051,1.387,12.4,0.3
before,5,bench_elu_f32_4k,0.0048,0.0114,0.420,0.0049,0.0115,0.426,12.4,0.3
before,5,bench_leakyrelu_f32_4k,0.0031,0.0026,1.202,0.0032,0.0026,1.210,12.8,0.3
before,5,bench_hardsigmoid_f32_4k,0.0030,0.0025,1.206,0.0031,0.0026,1.211,12.6,0.3
before,5,bench_thresholdedrelu_f32_4k,0.0031,0.0023,1.316,0.0032,0.0024,1.324,12.7,0.3
before,5,bench_selu_f32_4k,0.0051,0.0110,0.461,0.0052,0.0111,0.467,12.8,0.3
before,5,bench_celu_f32_4k,0.0051,0.0121,0.424,0.0052,0.0122,0.430,12.9,0.3
before,5,bench_mish_f32_4k,0.0163,0.0627,0.259,0.0165,0.0632,0.261,12.9,0.4
before,5,bench_log_f32_4k,0.0074,0.0100,0.735,0.0075,0.0101,0.740,12.1,0.3
